stdThresh,profitThresh,window,profit,txcount,
2,1.023,75,-0.301716,13,
2,1.023,90,-0.272868,11,
2,1.023,105,-0.231667,7,
2,1.023,120,-0.2252,7,
2,1.023,135,-0.214202,7,
2,1.023,150,-0.219707,7,
2,1.023,165,-0.169801,5,
2,1.023,180,-0.234867,9,
2,1.023,195,-0.170827,5,
2,1.023,210,-0.1983,7,
2,1.023,225,-0.188295,7,
2,1.023,240,-0.187463,7,
2,1.024,30,-0.361645,21,
2,1.024,45,-0.323231,17,
2,1.024,60,-0.30001,17,
2,1.024,75,-0.301502,13,
2,1.024,90,-0.272645,11,
2,1.024,105,-0.231432,7,
2,1.024,120,-0.214512,7,
2,1.024,135,-0.213962,7,
2,1.024,150,-0.219468,7,
2,1.024,165,-0.169546,5,
2,1.024,180,-0.241269,9,
2,1.024,195,-0.170573,5,
2,1.024,210,-0.198054,7,
2,1.024,225,-0.188047,7,
2,1.024,240,-0.197984,7,
2,1.025,30,-0.360004,21,
2,1.025,45,-0.292728,15,
2,1.025,60,-0.298211,17,
2,1.025,75,-0.299707,13,
2,1.025,90,-0.270776,11,
2,1.025,105,-0.229456,7,
2,1.025,120,-0.212493,7,
2,1.025,135,-0.211941,7,
2,1.025,150,-0.217462,7,
2,1.025,165,-0.167412,5,
2,1.025,180,-0.240015,9,
2,1.025,195,-0.168441,5,
2,1.025,210,-0.195993,7,
2,1.025,225,-0.18596,7,
2,1.025,240,-0.195922,7,
2,1.026,30,-0.360004,21,
2,1.026,45,-0.292728,15,
2,1.026,60,-0.298211,17,
2,1.026,75,-0.299707,13,
2,1.026,90,-0.270776,11,
2,1.026,105,-0.229456,7,
2,1.026,120,-0.212493,7,
2,1.026,135,-0.211941,7,
2,1.026,150,-0.217462,7,
2,1.026,165,-0.167412,5,
2,1.026,180,-0.240015,9,
2,1.026,195,-0.168441,5,
2,1.026,210,-0.195993,7,
2,1.026,225,-0.18596,7,
2,1.026,240,-0.195922,7,
2,1.027,30,-0.358246,21,
2,1.027,45,-0.290785,15,
2,1.027,60,-0.296283,17,
2,1.027,75,-0.297783,13,
2,1.027,90,-0.268772,11,
2,1.027,105,-0.22734,7,
2,1.027,120,-0.21033,7,
2,1.027,135,-0.209777,7,
2,1.027,150,-0.215312,7,
2,1.027,165,-0.165125,5,
2,1.027,180,-0.240291,9,
2,1.027,195,-0.166157,5,
2,1.027,210,-0.193784,7,
2,1.027,225,-0.183724,7,
2,1.027,240,-0.193714,7,
2,1.028,30,-0.358246,21,
2,1.028,45,-0.290785,15,
2,1.028,60,-0.296283,17,
2,1.028,75,-0.297783,13,
2,1.028,90,-0.268772,11,
2,1.028,105,-0.22734,7,
2,1.028,120,-0.21033,7,
2,1.028,135,-0.209777,7,
2,1.028,150,-0.215312,7,
2,1.028,165,-0.165125,5,
2,1.028,180,-0.240291,9,
2,1.028,195,-0.166157,5,
2,1.028,210,-0.193784,7,
2,1.028,225,-0.183724,7,
2,1.028,240,-0.193714,7,
2,1.029,30,-0.358246,21,
2,1.029,45,-0.290785,15,
2,1.029,60,-0.296283,17,
2,1.029,75,-0.297783,13,
2,1.029,90,-0.268772,11,
2,1.029,105,-0.22734,7,
2,1.029,120,-0.21033,7,
2,1.029,135,-0.209777,7,
2,1.029,150,-0.215312,7,
2,1.029,165,-0.165125,5,
2,1.029,180,-0.240291,9,
2,1.029,195,-0.166157,5,
2,1.029,210,-0.193784,7,
2,1.029,225,-0.183724,7,
2,1.029,240,-0.193714,7,
2,1.03,30,-0.3568,21,
2,1.03,45,-0.289188,15,
2,1.03,60,-0.294698,17,
2,1.03,75,-0.296971,13,
2,1.03,90,-0.267125,11,
2,1.03,105,-0.225599,7,
2,1.03,120,-0.208551,7,
2,1.03,135,-0.207997,7,
2,1.03,150,-0.213545,7,
2,1.03,165,-0.163244,5,
2,1.03,180,-0.239413,9,
2,1.03,195,-0.164279,5,
2,1.03,210,-0.192852,7,
2,1.03,225,-0.181885,7,
2,1.03,240,-0.191898,7,
2.1,1.005,30,-0.370224,21,
2.1,1.005,45,-0.303033,23,
2.1,1.005,60,-0.325449,31,
2.1,1.005,75,-0.309206,17,
2.1,1.005,90,-0.281671,17,
2.1,1.005,105,-0.2454,11,
2.1,1.005,120,-0.232372,15,
2.1,1.005,135,-0.225454,9,
2.1,1.005,150,-0.244454,15,
2.1,1.005,165,-0.186708,11,
2.1,1.005,180,-0.21641,21,
2.1,1.005,195,-0.143173,13,
2.1,1.005,210,-0.163107,17,
2.1,1.005,225,-0.186647,17,
2.1,1.005,240,-0.221009,17,
2.1,1.006,30,-0.370224,21,
2.1,1.006,45,-0.298865,21,
2.1,1.006,60,-0.323025,31,
2.1,1.006,75,-0.309206,17,
2.1,1.006,90,-0.280431,17,
2.1,1.006,105,-0.2454,11,
2.1,1.006,120,-0.232372,15,
2.1,1.006,135,-0.225454,9,
2.1,1.006,150,-0.244177,13,
2.1,1.006,165,-0.182769,11,
2.1,1.006,180,-0.216424,17,
2.1,1.006,195,-0.142249,13,
2.1,1.006,210,-0.209214,15,
2.1,1.006,225,-0.18302,15,
2.1,1.006,240,-0.219541,17,
2.1,1.007,30,-0.370224,21,
2.1,1.007,45,-0.276596,19,
2.1,1.007,60,-0.320862,27,
2.1,1.007,75,-0.305669,15,
2.1,1.007,90,-0.278789,13,
2.1,1.007,105,-0.240669,11,
2.1,1.007,120,-0.22876,13,
2.1,1.007,135,-0.225454,9,
2.1,1.007,150,-0.246003,11,
2.1,1.007,165,-0.184689,9,
2.1,1.007,180,-0.210037,17,
2.1,1.007,195,-0.143096,11,
2.1,1.007,210,-0.205248,15,
2.1,1.007,225,-0.177607,15,
2.1,1.007,240,-0.217952,15,
2.1,1.008,30,-0.370224,21,
2.1,1.008,45,-0.275938,19,
2.1,1.008,60,-0.316561,23,
2.1,1.008,75,-0.304984,15,
2.1,1.008,90,-0.278077,13,
2.1,1.008,105,-0.23992,11,
2.1,1.008,120,-0.228,13,
2.1,1.008,135,-0.225454,9,
2.1,1.008,150,-0.24526,11,
2.1,1.008,165,-0.183885,9,
2.1,1.008,180,-0.208447,17,
2.1,1.008,195,-0.138268,9,
2.1,1.008,210,-0.199202,13,
2.1,1.008,225,-0.17871,13,
2.1,1.008,240,-0.212822,15,
2.1,1.009,30,-0.367941,21,
2.1,1.009,45,-0.293285,19,
2.1,1.009,60,-0.314166,21,
2.1,1.009,75,-0.30682,13,
2.1,1.009,90,-0.27713,13,
2.1,1.009,105,-0.241928,9,
2.1,1.009,120,-0.226715,13,
2.1,1.009,135,-0.223335,7,
2.1,1.009,150,-0.241605,11,
2.1,1.009,165,-0.180889,7,
2.1,1.009,180,-0.259061,15,
2.1,1.009,195,-0.172877,7,
2.1,1.009,210,-0.198796,11,
2.1,1.009,225,-0.175458,13,
2.1,1.009,240,-0.213544,13,
2.1,1.01,30,-0.365978,21,
2.1,1.01,45,-0.291782,17,
2.1,1.01,60,-0.315004,19,
2.1,1.01,75,-0.304668,13,
2.1,1.01,90,-0.272798,13,
2.1,1.01,105,-0.238705,9,
2.1,1.01,120,-0.224152,11,
2.1,1.01,135,-0.220923,7,
2.1,1.01,150,-0.23734,11,
2.1,1.01,165,-0.176283,7,
2.1,1.01,180,-0.257454,13,
2.1,1.01,195,-0.168226,7,
2.1,1.01,210,-0.196307,11,
2.1,1.01,225,-0.170821,13,
2.1,1.01,240,-0.211101,13,
2.1,1.011,30,-0.365978,21,
2.1,1.011,45,-0.291782,17,
2.1,1.011,60,-0.315004,19,
2.1,1.011,75,-0.304668,13,
2.1,1.011,90,-0.272798,13,
2.1,1.011,105,-0.238062,7,
2.1,1.011,120,-0.223496,9,
2.1,1.011,135,-0.220923,7,
2.1,1.011,150,-0.23734,11,
2.1,1.011,165,-0.176283,7,
2.1,1.011,180,-0.255977,11,
2.1,1.011,195,-0.168226,7,
2.1,1.011,210,-0.199028,11,
2.1,1.011,225,-0.168203,13,
2.1,1.011,240,-0.208414,11,
2.1,1.012,30,-0.364236,21,
2.1,1.012,45,-0.289837,17,
2.1,1.012,60,-0.313132,17,
2.1,1.012,75,-0.304668,13,
2.1,1.012,90,-0.272798,13,
2.1,1.012,105,-0.238062,7,
2.1,1.012,120,-0.223496,9,
2.1,1.012,135,-0.220923,7,
2.1,1.012,150,-0.236469,11,
2.1,1.012,165,-0.176283,7,
2.1,1.012,180,-0.256247,11,
2.1,1.012,195,-0.168226,7,
2.1,1.012,210,-0.197431,11,
2.1,1.012,225,-0.168203,13,
2.1,1.012,240,-0.204923,11,
2.1,1.013,30,-0.362307,21,
2.1,1.013,45,-0.287682,17,
2.1,1.013,60,-0.311048,17,
2.1,1.013,75,-0.302558,13,
2.1,1.013,90,-0.268724,13,
2.1,1.013,105,-0.23575,7,
2.1,1.013,120,-0.219145,9,
2.1,1.013,135,-0.218559,7,
2.1,1.013,150,-0.231542,9,
2.1,1.013,165,-0.171667,7,
2.1,1.013,180,-0.253991,11,
2.1,1.013,195,-0.163566,7,
2.1,1.013,210,-0.213603,9,
2.1,1.013,225,-0.160937,13,
2.1,1.013,240,-0.202511,11,
2.1,1.014,30,-0.362307,21,
2.1,1.014,45,-0.287682,17,
2.1,1.014,60,-0.311048,17,
2.1,1.014,75,-0.302558,13,
2.1,1.014,90,-0.268724,13,
2.1,1.014,105,-0.23575,7,
2.1,1.014,120,-0.219145,9,
2.1,1.014,135,-0.218559,7,
2.1,1.014,150,-0.231542,9,
2.1,1.014,165,-0.171667,7,
2.1,1.014,180,-0.253991,11,
2.1,1.014,195,-0.163566,7,
2.1,1.014,210,-0.214111,9,
2.1,1.014,225,-0.173448,11,
2.1,1.014,240,-0.201592,11,
2.1,1.015,30,-0.360871,21,
2.1,1.015,45,-0.286077,17,
2.1,1.015,60,-0.311048,17,
2.1,1.015,75,-0.302558,13,
2.1,1.015,90,-0.267077,13,
2.1,1.015,105,-0.23575,7,
2.1,1.015,120,-0.217386,9,
2.1,1.015,135,-0.218559,7,
2.1,1.015,150,-0.229811,9,
2.1,1.015,165,-0.169802,7,
2.1,1.015,180,-0.253128,11,
2.1,1.015,195,-0.161682,7,
2.1,1.015,210,-0.213263,9,
2.1,1.015,225,-0.171586,11,
2.1,1.015,240,-0.19893,11,
2.1,1.016,30,-0.367017,19,
2.1,1.016,45,-0.322074,17,
2.1,1.016,60,-0.31007,17,
2.1,1.016,75,-0.301567,13,
2.1,1.016,90,-0.274528,11,
2.1,1.016,105,-0.234664,7,
2.1,1.016,120,-0.239723,7,
2.1,1.016,135,-0.217449,7,
2.1,1.016,150,-0.237641,7,
2.1,1.016,165,-0.178242,5,
2.1,1.016,180,-0.195832,9,
2.1,1.016,195,-0.170204,5,
2.1,1.016,210,-0.211071,9,
2.1,1.016,225,-0.179179,9,
2.1,1.016,240,-0.194444,11,
2.1,1.017,30,-0.366393,19,
2.1,1.017,45,-0.321405,17,
2.1,1.017,60,-0.309389,17,
2.1,1.017,75,-0.300878,13,
2.1,1.017,90,-0.273812,11,
2.1,1.017,105,-0.23391,7,
2.1,1.017,120,-0.238973,7,
2.1,1.017,135,-0.216678,7,
2.1,1.017,150,-0.236889,7,
2.1,1.017,165,-0.177431,5,
2.1,1.017,180,-0.195039,9,
2.1,1.017,195,-0.169386,5,
2.1,1.017,210,-0.210293,9,
2.1,1.017,225,-0.175997,9,
2.1,1.017,240,-0.190936,9,
2.1,1.018,30,-0.365729,19,
2.1,1.018,45,-0.320695,17,
2.1,1.018,60,-0.308666,17,
2.1,1.018,75,-0.300147,13,
2.1,1.018,90,-0.273052,11,
2.1,1.018,105,-0.233107,7,
2.1,1.018,120,-0.238177,7,
2.1,1.018,135,-0.215857,7,
2.1,1.018,150,-0.23609,7,
2.1,1.018,165,-0.17657,5,
2.1,1.018,180,-0.248905,9,
2.1,1.018,195,-0.168516,5,
2.1,1.018,210,-0.206707,7,
2.1,1.018,225,-0.175134,9,
2.1,1.018,240,-0.189906,7,
2.1,1.019,30,-0.362569,19,
2.1,1.019,45,-0.317309,17,
2.1,1.019,60,-0.305221,17,
2.1,1.019,75,-0.296659,13,
2.1,1.019,90,-0.269429,11,
2.1,1.019,105,-0.229286,7,
2.1,1.019,120,-0.230277,7,
2.1,1.019,135,-0.21195,7,
2.1,1.019,150,-0.232283,7,
2.1,1.019,165,-0.172466,5,
2.1,1.019,180,-0.245162,9,
2.1,1.019,195,-0.164373,5,
2.1,1.019,210,-0.202754,7,
2.1,1.019,225,-0.174418,9,
2.1,1.019,240,-0.185869,7,
2.1,1.02,30,-0.362569,19,
2.1,1.02,45,-0.317309,17,
2.1,1.02,60,-0.305221,17,
2.1,1.02,75,-0.296659,13,
2.1,1.02,90,-0.269429,11,
2.1,1.02,105,-0.229286,7,
2.1,1.02,120,-0.230277,7,
2.1,1.02,135,-0.21195,7,
2.1,1.02,150,-0.232283,7,
2.1,1.02,165,-0.172466,5,
2.1,1.02,180,-0.245162,9,
2.1,1.02,195,-0.164373,5,
2.1,1.02,210,-0.202754,7,
2.1,1.02,225,-0.173527,9,
2.1,1.02,240,-0.185869,7,
2.1,1.021,30,-0.362569,19,
2.1,1.021,45,-0.317309,17,
2.1,1.021,60,-0.305221,17,
2.1,1.021,75,-0.296659,13,
2.1,1.021,90,-0.269429,11,
2.1,1.021,105,-0.229286,7,
2.1,1.021,120,-0.230277,7,
2.1,1.021,135,-0.21195,7,
2.1,1.021,150,-0.232283,7,
2.1,1.021,165,-0.172466,5,
2.1,1.021,180,-0.245162,9,
2.1,1.021,195,-0.164373,5,
2.1,1.021,210,-0.202754,7,
2.1,1.021,225,-0.172399,9,
2.1,1.021,240,-0.185869,7,
2.1,1.022,30,-0.362569,19,
2.1,1.022,45,-0.317309,17,
2.1,1.022,60,-0.305221,17,
2.1,1.022,75,-0.296659,13,
2.1,1.022,90,-0.269429,11,
2.1,1.022,105,-0.229286,7,
2.1,1.022,120,-0.230277,7,
2.1,1.022,135,-0.21195,7,
2.1,1.022,150,-0.232283,7,
2.1,1.022,165,-0.172466,5,
2.1,1.022,180,-0.245162,9,
2.1,1.022,195,-0.164373,5,
2.1,1.022,210,-0.202754,7,
2.1,1.022,225,-0.168556,7,
2.1,1.022,240,-0.185869,7,
2.1,1.023,30,-0.362569,19,
2.1,1.023,45,-0.317309,17,
2.1,1.023,60,-0.305221,17,
2.1,1.023,75,-0.296659,13,
2.1,1.023,90,-0.269429,11,
2.1,1.023,105,-0.229286,7,
2.1,1.023,120,-0.230277,7,
2.1,1.023,135,-0.21195,7,
2.1,1.023,150,-0.232283,7,
2.1,1.023,165,-0.172466,5,
2.1,1.023,180,-0.245162,9,
2.1,1.023,195,-0.164373,5,
2.1,1.023,210,-0.202754,7,
2.1,1.023,225,-0.168556,7,
2.1,1.023,240,-0.185869,7,
2.1,1.024,30,-0.362373,19,
2.1,1.024,45,-0.317101,17,
2.1,1.024,60,-0.305008,17,
2.1,1.024,75,-0.296444,13,
2.1,1.024,90,-0.269206,11,
2.1,1.024,105,-0.22905,7,
2.1,1.024,120,-0.21966,7,
2.1,1.024,135,-0.211708,7,
2.1,1.024,150,-0.232048,7,
2.1,1.024,165,-0.172213,5,
2.1,1.024,180,-0.252163,9,
2.1,1.024,195,-0.164117,5,
2.1,1.024,210,-0.20251,7,
2.1,1.024,225,-0.168301,7,
2.1,1.024,240,-0.19641,7,
2.1,1.025,30,-0.360734,19,
2.1,1.025,45,-0.286321,15,
2.1,1.025,60,-0.303222,17,
2.1,1.025,75,-0.294635,13,
2.1,1.025,90,-0.267327,11,
2.1,1.025,105,-0.227068,7,
2.1,1.025,120,-0.217654,7,
2.1,1.025,135,-0.209682,7,
2.1,1.025,150,-0.230074,7,
2.1,1.025,165,-0.170085,5,
2.1,1.025,180,-0.25024,9,
2.1,1.025,195,-0.161968,5,
2.1,1.025,210,-0.20046,7,
2.1,1.025,225,-0.166164,7,
2.1,1.025,240,-0.194345,7,
2.1,1.026,30,-0.360734,19,
2.1,1.026,45,-0.286321,15,
2.1,1.026,60,-0.303222,17,
2.1,1.026,75,-0.294635,13,
2.1,1.026,90,-0.267327,11,
2.1,1.026,105,-0.227068,7,
2.1,1.026,120,-0.217654,7,
2.1,1.026,135,-0.209682,7,
2.1,1.026,150,-0.230074,7,
2.1,1.026,165,-0.170085,5,
2.1,1.026,180,-0.25024,9,
2.1,1.026,195,-0.161968,5,
2.1,1.026,210,-0.20046,7,
2.1,1.026,225,-0.166164,7,
2.1,1.026,240,-0.194345,7,
2.1,1.027,30,-0.358978,19,
2.1,1.027,45,-0.284361,15,
2.1,1.027,60,-0.301308,17,
2.1,1.027,75,-0.292698,13,
2.1,1.027,90,-0.265315,11,
2.1,1.027,105,-0.224945,7,
2.1,1.027,120,-0.215505,7,
2.1,1.027,135,-0.207511,7,
2.1,1.027,150,-0.227959,7,
2.1,1.027,165,-0.167806,5,
2.1,1.027,180,-0.250513,9,
2.1,1.027,195,-0.159666,5,
2.1,1.027,210,-0.198264,7,
2.1,1.027,225,-0.163873,7,
2.1,1.027,240,-0.192132,7,
2.1,1.028,30,-0.358978,19,
2.1,1.028,45,-0.284361,15,
2.1,1.028,60,-0.301308,17,
2.1,1.028,75,-0.292698,13,
2.1,1.028,90,-0.265315,11,
2.1,1.028,105,-0.224945,7,
2.1,1.028,120,-0.215505,7,
2.1,1.028,135,-0.207511,7,
2.1,1.028,150,-0.227959,7,
2.1,1.028,165,-0.167806,5,
2.1,1.028,180,-0.250513,9,
2.1,1.028,195,-0.159666,5,
2.1,1.028,210,-0.198264,7,
2.1,1.028,225,-0.163873,7,
2.1,1.028,240,-0.192132,7,
2.1,1.029,30,-0.358978,19,
2.1,1.029,45,-0.284361,15,
2.1,1.029,60,-0.301308,17,
2.1,1.029,75,-0.292698,13,
2.1,1.029,90,-0.265315,11,
2.1,1.029,105,-0.224945,7,
2.1,1.029,120,-0.215505,7,
2.1,1.029,135,-0.207511,7,
2.1,1.029,150,-0.227959,7,
2.1,1.029,165,-0.167806,5,
2.1,1.029,180,-0.250513,9,
2.1,1.029,195,-0.159666,5,
2.1,1.029,210,-0.198264,7,
2.1,1.029,225,-0.163873,7,
2.1,1.029,240,-0.192132,7,
2.1,1.03,30,-0.357535,19,
2.1,1.03,45,-0.282749,15,
2.1,1.03,60,-0.299734,17,
2.1,1.03,75,-0.291104,13,
2.1,1.03,90,-0.26366,11,
2.1,1.03,105,-0.223199,7,
2.1,1.03,120,-0.213738,7,
2.1,1.03,135,-0.205726,7,
2.1,1.03,150,-0.22622,7,
2.1,1.03,165,-0.165931,5,
2.1,1.03,180,-0.249646,9,
2.1,1.03,195,-0.157774,5,
2.1,1.03,210,-0.197337,7,
2.1,1.03,225,-0.16199,7,
2.1,1.03,240,-0.190312,7,
2.2,1.005,30,-0.355492,19,
2.2,1.005,45,-0.278844,17,
2.2,1.005,60,-0.319287,23,
2.2,1.005,75,-0.240024,13,
2.2,1.005,90,-0.227429,9,
2.2,1.005,105,-0.203528,7,
2.2,1.005,120,-0.230361,17,
2.2,1.005,135,-0.223677,9,
2.2,1.005,150,-0.248365,13,
2.2,1.005,165,-0.186708,11,
2.2,1.005,180,-0.188179,15,
2.2,1.005,195,-0.145949,11,
2.2,1.005,210,-0.0973952,9,
2.2,1.005,225,-0.166577,13,
2.2,1.005,240,-0.221249,17,
2.2,1.006,30,-0.355492,19,
2.2,1.006,45,-0.275368,15,
2.2,1.006,60,-0.318204,23,
2.2,1.006,75,-0.267555,13,
2.2,1.006,90,-0.227429,9,
2.2,1.006,105,-0.203528,7,
2.2,1.006,120,-0.226634,17,
2.2,1.006,135,-0.223677,9,
2.2,1.006,150,-0.248103,11,
2.2,1.006,165,-0.182769,11,
2.2,1.006,180,-0.244839,13,
2.2,1.006,195,-0.145027,11,
2.2,1.006,210,-0.0962789,9,
2.2,1.006,225,-0.162502,11,
2.2,1.006,240,-0.219781,17,
2.2,1.007,30,-0.355492,19,
2.2,1.007,45,-0.274708,15,
2.2,1.007,60,-0.318198,21,
2.2,1.007,75,-0.267555,13,
2.2,1.007,90,-0.226332,9,
2.2,1.007,105,-0.202397,7,
2.2,1.007,120,-0.225549,13,
2.2,1.007,135,-0.223677,9,
2.2,1.007,150,-0.247036,11,
2.2,1.007,165,-0.184689,9,
2.2,1.007,180,-0.240636,13,
2.2,1.007,195,-0.142645,11,
2.2,1.007,210,-0.0953039,9,
2.2,1.007,225,-0.161655,11,
2.2,1.007,240,-0.21713,15,
2.2,1.008,30,-0.355492,19,
2.2,1.008,45,-0.274048,15,
2.2,1.008,60,-0.313887,19,
2.2,1.008,75,-0.264849,11,
2.2,1.008,90,-0.225569,9,
2.2,1.008,105,-0.20161,7,
2.2,1.008,120,-0.224785,13,
2.2,1.008,135,-0.223677,9,
2.2,1.008,150,-0.243913,11,
2.2,1.008,165,-0.183885,9,
2.2,1.008,180,-0.239107,13,
2.2,1.008,195,-0.174766,7,
2.2,1.008,210,-0.0883782,9,
2.2,1.008,225,-0.159515,9,
2.2,1.008,240,-0.211994,15,
2.2,1.009,30,-0.353156,19,
2.2,1.009,45,-0.29144,15,
2.2,1.009,60,-0.312697,19,
2.2,1.009,75,-0.264301,11,
2.2,1.009,90,-0.227615,7,
2.2,1.009,105,-0.203719,5,
2.2,1.009,120,-0.223495,13,
2.2,1.009,135,-0.221553,7,
2.2,1.009,150,-0.242643,11,
2.2,1.009,165,-0.181341,7,
2.2,1.009,180,-0.235883,11,
2.2,1.009,195,-0.173683,7,
2.2,1.009,210,-0.0845147,7,
2.2,1.009,225,-0.157019,9,
2.2,1.009,240,-0.213785,13,
2.2,1.01,30,-0.351147,19,
2.2,1.01,45,-0.289239,15,
2.2,1.01,60,-0.313537,17,
2.2,1.01,75,-0.262016,11,
2.2,1.01,90,-0.225216,7,
2.2,1.01,105,-0.201246,5,
2.2,1.01,120,-0.220263,9,
2.2,1.01,135,-0.219135,7,
2.2,1.01,150,-0.243568,9,
2.2,1.01,165,-0.176435,7,
2.2,1.01,180,-0.231304,11,
2.2,1.01,195,-0.168731,7,
2.2,1.01,210,-0.0816714,7,
2.2,1.01,225,-0.151968,9,
2.2,1.01,240,-0.209177,13,
2.2,1.011,30,-0.351147,19,
2.2,1.011,45,-0.289239,15,
2.2,1.011,60,-0.311661,15,
2.2,1.011,75,-0.262016,11,
2.2,1.011,90,-0.225216,7,
2.2,1.011,105,-0.201246,5,
2.2,1.011,120,-0.220263,9,
2.2,1.011,135,-0.219135,7,
2.2,1.011,150,-0.242573,7,
2.2,1.011,165,-0.176435,7,
2.2,1.011,180,-0.229775,9,
2.2,1.011,195,-0.168731,7,
2.2,1.011,210,-0.168864,7,
2.2,1.011,225,-0.14929,9,
2.2,1.011,240,-0.207443,11,
2.2,1.012,30,-0.349365,19,
2.2,1.012,45,-0.289239,15,
2.2,1.012,60,-0.311661,15,
2.2,1.012,75,-0.262016,11,
2.2,1.012,90,-0.225216,7,
2.2,1.012,105,-0.201246,5,
2.2,1.012,120,-0.220263,9,
2.2,1.012,135,-0.219135,7,
2.2,1.012,150,-0.242573,7,
2.2,1.012,165,-0.174173,7,
2.2,1.012,180,-0.227659,9,
2.2,1.012,195,-0.168731,7,
2.2,1.012,210,-0.167485,7,
2.2,1.012,225,-0.14929,9,
2.2,1.012,240,-0.206128,11,
2.2,1.013,30,-0.34739,19,
2.2,1.013,45,-0.287083,15,
2.2,1.013,60,-0.309573,15,
2.2,1.013,75,-0.259777,11,
2.2,1.013,90,-0.222865,7,
2.2,1.013,105,-0.198822,5,
2.2,1.013,120,-0.215894,9,
2.2,1.013,135,-0.216766,7,
2.2,1.013,150,-0.240275,7,
2.2,1.013,165,-0.171667,7,
2.2,1.013,180,-0.225316,9,
2.2,1.013,195,-0.171884,5,
2.2,1.013,210,-0.164959,7,
2.2,1.013,225,-0.144524,9,
2.2,1.013,240,-0.201926,11,
2.2,1.014,30,-0.34739,19,
2.2,1.014,45,-0.287083,15,
2.2,1.014,60,-0.309573,15,
2.2,1.014,75,-0.259777,11,
2.2,1.014,90,-0.222865,7,
2.2,1.014,105,-0.198822,5,
2.2,1.014,120,-0.215894,9,
2.2,1.014,135,-0.216766,7,
2.2,1.014,150,-0.240275,7,
2.2,1.014,165,-0.171667,7,
2.2,1.014,180,-0.225316,9,
2.2,1.014,195,-0.171884,5,
2.2,1.014,210,-0.165499,7,
2.2,1.014,225,-0.157278,7,
2.2,1.014,240,-0.201007,11,
2.2,1.015,30,-0.34592,19,
2.2,1.015,45,-0.287083,15,
2.2,1.015,60,-0.309573,15,
2.2,1.015,75,-0.259777,11,
2.2,1.015,90,-0.222865,7,
2.2,1.015,105,-0.198822,5,
2.2,1.015,120,-0.214128,9,
2.2,1.015,135,-0.216766,7,
2.2,1.015,150,-0.240275,7,
2.2,1.015,165,-0.169802,7,
2.2,1.015,180,-0.22442,9,
2.2,1.015,195,-0.171884,5,
2.2,1.015,210,-0.164599,7,
2.2,1.015,225,-0.15538,7,
2.2,1.015,240,-0.200145,11,
2.2,1.016,30,-0.35221,17,
2.2,1.016,45,-0.28607,15,
2.2,1.016,60,-0.308592,15,
2.2,1.016,75,-0.258726,11,
2.2,1.016,90,-0.221762,7,
2.2,1.016,105,-0.197685,5,
2.2,1.016,120,-0.236558,7,
2.2,1.016,135,-0.215654,7,
2.2,1.016,150,-0.239196,7,
2.2,1.016,165,-0.178242,5,
2.2,1.016,180,-0.231465,7,
2.2,1.016,195,-0.170708,5,
2.2,1.016,210,-0.16227,7,
2.2,1.016,225,-0.163967,5,
2.2,1.016,240,-0.195093,11,
2.2,1.017,30,-0.351571,17,
2.2,1.017,45,-0.285366,15,
2.2,1.017,60,-0.30791,15,
2.2,1.017,75,-0.257995,11,
2.2,1.017,90,-0.220994,7,
2.2,1.017,105,-0.196893,5,
2.2,1.017,120,-0.235805,7,
2.2,1.017,135,-0.21488,7,
2.2,1.017,150,-0.238446,7,
2.2,1.017,165,-0.177431,5,
2.2,1.017,180,-0.230707,7,
2.2,1.017,195,-0.16989,5,
2.2,1.017,210,-0.161444,7,
2.2,1.017,225,-0.163142,5,
2.2,1.017,240,-0.191588,9,
2.2,1.018,30,-0.350892,17,
2.2,1.018,45,-0.284618,15,
2.2,1.018,60,-0.307186,15,
2.2,1.018,75,-0.257218,11,
2.2,1.018,90,-0.220179,7,
2.2,1.018,105,-0.196052,5,
2.2,1.018,120,-0.235005,7,
2.2,1.018,135,-0.214058,7,
2.2,1.018,150,-0.237648,7,
2.2,1.018,165,-0.17657,5,
2.2,1.018,180,-0.229901,7,
2.2,1.018,195,-0.169021,5,
2.2,1.018,210,-0.157637,5,
2.2,1.018,225,-0.162266,5,
2.2,1.018,240,-0.191691,7,
2.2,1.019,30,-0.347658,17,
2.2,1.019,45,-0.281053,15,
2.2,1.019,60,-0.303733,15,
2.2,1.019,75,-0.253516,11,
2.2,1.019,90,-0.216292,7,
2.2,1.019,105,-0.192046,5,
2.2,1.019,120,-0.227073,7,
2.2,1.019,135,-0.210141,7,
2.2,1.019,150,-0.233849,7,
2.2,1.019,165,-0.172466,5,
2.2,1.019,180,-0.226063,7,
2.2,1.019,195,-0.16488,5,
2.2,1.019,210,-0.153439,5,
2.2,1.019,225,-0.158091,5,
2.2,1.019,240,-0.187662,7,
2.2,1.02,30,-0.347658,17,
2.2,1.02,45,-0.281053,15,
2.2,1.02,60,-0.303733,15,
2.2,1.02,75,-0.253516,11,
2.2,1.02,90,-0.216292,7,
2.2,1.02,105,-0.192046,5,
2.2,1.02,120,-0.227073,7,
2.2,1.02,135,-0.210141,7,
2.2,1.02,150,-0.233849,7,
2.2,1.02,165,-0.172466,5,
2.2,1.02,180,-0.226063,7,
2.2,1.02,195,-0.16488,5,
2.2,1.02,210,-0.153439,5,
2.2,1.02,225,-0.158091,5,
2.2,1.02,240,-0.187662,7,
