stdThresh,profitThresh,window,profit,txcount,
2.8,1.021,240,-0.0919329,3,
2.8,1.022,30,-0.221926,9,
2.8,1.022,45,-0.182482,5,
2.8,1.022,60,-0.154786,3,
2.8,1.022,75,-0.160076,3,
2.8,1.022,90,-0.162308,3,
2.8,1.022,105,-0.156032,3,
2.8,1.022,120,-0.230851,5,
2.8,1.022,135,-0.153048,3,
2.8,1.022,150,-0.180589,5,
2.8,1.022,165,-0.174492,5,
2.8,1.022,180,-0.173032,5,
2.8,1.022,195,-0.157328,3,
2.8,1.022,210,-0.0903584,3,
2.8,1.022,225,-0.0916053,3,
2.8,1.022,240,-0.0919329,3,
2.8,1.023,30,-0.221926,9,
2.8,1.023,45,-0.182482,5,
2.8,1.023,60,-0.154786,3,
2.8,1.023,75,-0.160076,3,
2.8,1.023,90,-0.162308,3,
2.8,1.023,105,-0.156032,3,
2.8,1.023,120,-0.230851,5,
2.8,1.023,135,-0.153048,3,
2.8,1.023,150,-0.180589,5,
2.8,1.023,165,-0.174492,5,
2.8,1.023,180,-0.173032,5,
2.8,1.023,195,-0.157328,3,
2.8,1.023,210,-0.0903584,3,
2.8,1.023,225,-0.0916053,3,
2.8,1.023,240,-0.0919329,3,
2.8,1.024,30,-0.221688,9,
2.8,1.024,45,-0.182232,5,
2.8,1.024,60,-0.154527,3,
2.8,1.024,75,-0.159819,3,
2.8,1.024,90,-0.162052,3,
2.8,1.024,105,-0.155773,3,
2.8,1.024,120,-0.230615,5,
2.8,1.024,135,-0.152789,3,
2.8,1.024,150,-0.180338,5,
2.8,1.024,165,-0.17424,5,
2.8,1.024,180,-0.172779,5,
2.8,1.024,195,-0.15707,3,
2.8,1.024,210,-0.09008,3,
2.8,1.024,225,-0.0913273,3,
2.8,1.024,240,-0.091655,3,
2.8,1.025,30,-0.219687,9,
2.8,1.025,45,-0.18013,5,
2.8,1.025,60,-0.152354,3,
2.8,1.025,75,-0.157659,3,
2.8,1.025,90,-0.159898,3,
2.8,1.025,105,-0.153603,3,
2.8,1.025,120,-0.228638,5,
2.8,1.025,135,-0.150611,3,
2.8,1.025,150,-0.178231,5,
2.8,1.025,165,-0.172117,5,
2.8,1.025,180,-0.170653,5,
2.8,1.025,195,-0.154903,3,
2.8,1.025,210,-0.0877412,3,
2.8,1.025,225,-0.0889917,3,
2.8,1.025,240,-0.0893202,3,
2.8,1.026,30,-0.219687,9,
2.8,1.026,45,-0.18013,5,
2.8,1.026,60,-0.152354,3,
2.8,1.026,75,-0.157659,3,
2.8,1.026,90,-0.159898,3,
2.8,1.026,105,-0.153603,3,
2.8,1.026,120,-0.228638,5,
2.8,1.026,135,-0.150611,3,
2.8,1.026,150,-0.178231,5,
2.8,1.026,165,-0.172117,5,
2.8,1.026,180,-0.170653,5,
2.8,1.026,195,-0.154903,3,
2.8,1.026,210,-0.0877412,3,
2.8,1.026,225,-0.0889917,3,
2.8,1.026,240,-0.0893202,3,
2.8,1.027,30,-0.217544,9,
2.8,1.027,45,-0.177878,5,
2.8,1.027,60,-0.150026,3,
2.8,1.027,75,-0.155345,3,
2.8,1.027,90,-0.15759,3,
2.8,1.027,105,-0.151278,3,
2.8,1.027,120,-0.226519,5,
2.8,1.027,135,-0.148278,3,
2.8,1.027,150,-0.175974,5,
2.8,1.027,165,-0.169843,5,
2.8,1.027,180,-0.168375,5,
2.8,1.027,195,-0.152582,3,
2.8,1.027,210,-0.0852353,3,
2.8,1.027,225,-0.0864892,3,
2.8,1.027,240,-0.0868186,3,
2.8,1.028,30,-0.217544,9,
2.8,1.028,45,-0.177878,5,
2.8,1.028,60,-0.150026,3,
2.8,1.028,75,-0.155345,3,
2.8,1.028,90,-0.15759,3,
2.8,1.028,105,-0.151278,3,
2.8,1.028,120,-0.226519,5,
2.8,1.028,135,-0.148278,3,
2.8,1.028,150,-0.175974,5,
2.8,1.028,165,-0.169843,5,
2.8,1.028,180,-0.168375,5,
2.8,1.028,195,-0.152582,3,
2.8,1.028,210,-0.0852353,3,
2.8,1.028,225,-0.0864892,3,
2.8,1.028,240,-0.0868186,3,
2.8,1.029,30,-0.217544,9,
2.8,1.029,45,-0.177878,5,
2.8,1.029,60,-0.150026,3,
2.8,1.029,75,-0.155345,3,
2.8,1.029,90,-0.15759,3,
2.8,1.029,105,-0.151278,3,
2.8,1.029,120,-0.226519,5,
2.8,1.029,135,-0.148278,3,
2.8,1.029,150,-0.175974,5,
2.8,1.029,165,-0.169843,5,
2.8,1.029,180,-0.168375,5,
2.8,1.029,195,-0.152582,3,
2.8,1.029,210,-0.0852353,3,
2.8,1.029,225,-0.0864892,3,
2.8,1.029,240,-0.0868186,3,
2.8,1.03,30,-0.215782,9,
2.8,1.03,45,-0.176026,5,
2.8,1.03,60,-0.148111,3,
2.8,1.03,75,-0.153443,3,
2.8,1.03,90,-0.155693,3,
2.8,1.03,105,-0.149367,3,
2.8,1.03,120,-0.224777,5,
2.8,1.03,135,-0.14636,3,
2.8,1.03,150,-0.174118,5,
2.8,1.03,165,-0.167973,5,
2.8,1.03,180,-0.166502,5,
2.8,1.03,195,-0.150673,3,
2.8,1.03,210,-0.0831749,3,
2.8,1.03,225,-0.0844316,3,
2.8,1.03,240,-0.0847618,3,
2.9,1.005,30,-0.234232,9,
2.9,1.005,45,-0.191435,3,
2.9,1.005,60,-0.116469,3,
2.9,1.005,75,-0.171147,3,
2.9,1.005,90,-0.174469,3,
2.9,1.005,105,-0.168286,3,
2.9,1.005,120,-0.174349,3,
2.9,1.005,135,-0.171395,3,
2.9,1.005,150,-0.163004,3,
2.9,1.005,165,-0.16918,3,
2.9,1.005,180,-0.165598,5,
2.9,1.005,195,-0.105032,9,
2.9,1.005,210,-0.108567,5,
2.9,1.005,225,-0.106364,3,
2.9,1.005,240,-0.105719,3,
2.9,1.006,30,-0.234232,9,
2.9,1.006,45,-0.191435,3,
2.9,1.006,60,-0.116469,3,
2.9,1.006,75,-0.171147,3,
2.9,1.006,90,-0.174469,3,
2.9,1.006,105,-0.168286,3,
2.9,1.006,120,-0.174349,3,
2.9,1.006,135,-0.171395,3,
2.9,1.006,150,-0.163004,3,
2.9,1.006,165,-0.16918,3,
2.9,1.006,180,-0.162963,5,
2.9,1.006,195,-0.101027,7,
2.9,1.006,210,-0.108567,5,
2.9,1.006,225,-0.106364,3,
2.9,1.006,240,-0.105719,3,
2.9,1.007,30,-0.234232,9,
2.9,1.007,45,-0.191435,3,
2.9,1.007,60,-0.116469,3,
2.9,1.007,75,-0.171147,3,
2.9,1.007,90,-0.174469,3,
2.9,1.007,105,-0.168286,3,
2.9,1.007,120,-0.174349,3,
2.9,1.007,135,-0.171395,3,
2.9,1.007,150,-0.163004,3,
2.9,1.007,165,-0.16918,3,
2.9,1.007,180,-0.162963,5,
2.9,1.007,195,-0.163178,3,
2.9,1.007,210,-0.104428,3,
2.9,1.007,225,-0.106364,3,
2.9,1.007,240,-0.105719,3,
2.9,1.008,30,-0.234232,9,
2.9,1.008,45,-0.191435,3,
2.9,1.008,60,-0.116469,3,
2.9,1.008,75,-0.171147,3,
2.9,1.008,90,-0.174469,3,
2.9,1.008,105,-0.168286,3,
2.9,1.008,120,-0.174349,3,
2.9,1.008,135,-0.171395,3,
2.9,1.008,150,-0.163004,3,
2.9,1.008,165,-0.16918,3,
2.9,1.008,180,-0.162963,5,
2.9,1.008,195,-0.163178,3,
2.9,1.008,210,-0.104428,3,
2.9,1.008,225,-0.106364,3,
2.9,1.008,240,-0.105719,3,
2.9,1.009,30,-0.233661,9,
2.9,1.009,45,-0.190832,3,
2.9,1.009,60,-0.11581,3,
2.9,1.009,75,-0.170529,3,
2.9,1.009,90,-0.173854,3,
2.9,1.009,105,-0.167666,3,
2.9,1.009,120,-0.173734,3,
2.9,1.009,135,-0.170777,3,
2.9,1.009,150,-0.16238,3,
2.9,1.009,165,-0.16856,3,
2.9,1.009,180,-0.100016,5,
2.9,1.009,195,-0.162554,3,
2.9,1.009,210,-0.103759,3,
2.9,1.009,225,-0.105697,3,
2.9,1.009,240,-0.105052,3,
2.9,1.01,30,-0.231281,9,
2.9,1.01,45,-0.188319,3,
2.9,1.01,60,-0.113064,3,
2.9,1.01,75,-0.167952,3,
2.9,1.01,90,-0.171288,3,
2.9,1.01,105,-0.165081,3,
2.9,1.01,120,-0.171167,3,
2.9,1.01,135,-0.168201,3,
2.9,1.01,150,-0.159778,3,
2.9,1.01,165,-0.165978,3,
2.9,1.01,180,-0.158066,3,
2.9,1.01,195,-0.159953,3,
2.9,1.01,210,-0.100976,3,
2.9,1.01,225,-0.10292,3,
2.9,1.01,240,-0.102273,3,
2.9,1.011,30,-0.231281,9,
2.9,1.011,45,-0.188319,3,
2.9,1.011,60,-0.113064,3,
2.9,1.011,75,-0.167952,3,
2.9,1.011,90,-0.171288,3,
2.9,1.011,105,-0.165081,3,
2.9,1.011,120,-0.171167,3,
2.9,1.011,135,-0.168201,3,
2.9,1.011,150,-0.159778,3,
2.9,1.011,165,-0.165978,3,
2.9,1.011,180,-0.158066,3,
2.9,1.011,195,-0.159953,3,
2.9,1.011,210,-0.100976,3,
2.9,1.011,225,-0.10292,3,
2.9,1.011,240,-0.102273,3,
2.9,1.012,30,-0.231281,9,
2.9,1.012,45,-0.188319,3,
2.9,1.012,60,-0.113064,3,
2.9,1.012,75,-0.167952,3,
2.9,1.012,90,-0.171288,3,
2.9,1.012,105,-0.165081,3,
2.9,1.012,120,-0.171167,3,
2.9,1.012,135,-0.168201,3,
2.9,1.012,150,-0.159778,3,
2.9,1.012,165,-0.165978,3,
2.9,1.012,180,-0.158066,3,
2.9,1.012,195,-0.159953,3,
2.9,1.012,210,-0.100976,3,
2.9,1.012,225,-0.10292,3,
2.9,1.012,240,-0.102273,3,
2.9,1.013,30,-0.228948,9,
2.9,1.013,45,-0.185856,3,
2.9,1.013,60,-0.110373,3,
2.9,1.013,75,-0.165428,3,
2.9,1.013,90,-0.168773,3,
2.9,1.013,105,-0.162547,3,
2.9,1.013,120,-0.168652,3,
2.9,1.013,135,-0.165677,3,
2.9,1.013,150,-0.157229,3,
2.9,1.013,165,-0.163447,3,
2.9,1.013,180,-0.155512,3,
2.9,1.013,195,-0.157404,3,
2.9,1.013,210,-0.0982481,3,
2.9,1.013,225,-0.100198,3,
2.9,1.013,240,-0.0995488,3,
2.9,1.014,30,-0.228948,9,
2.9,1.014,45,-0.185856,3,
2.9,1.014,60,-0.110373,3,
2.9,1.014,75,-0.165428,3,
2.9,1.014,90,-0.168773,3,
2.9,1.014,105,-0.162547,3,
2.9,1.014,120,-0.168652,3,
2.9,1.014,135,-0.165677,3,
2.9,1.014,150,-0.157229,3,
2.9,1.014,165,-0.163447,3,
2.9,1.014,180,-0.155512,3,
2.9,1.014,195,-0.157404,3,
2.9,1.014,210,-0.0982481,3,
2.9,1.014,225,-0.100198,3,
2.9,1.014,240,-0.0995488,3,
2.9,1.015,30,-0.228948,9,
2.9,1.015,45,-0.185856,3,
2.9,1.015,60,-0.110373,3,
2.9,1.015,75,-0.165428,3,
2.9,1.015,90,-0.168773,3,
2.9,1.015,105,-0.162547,3,
2.9,1.015,120,-0.168652,3,
2.9,1.015,135,-0.165677,3,
2.9,1.015,150,-0.157229,3,
2.9,1.015,165,-0.163447,3,
2.9,1.015,180,-0.155512,3,
2.9,1.015,195,-0.157404,3,
2.9,1.015,210,-0.0982481,3,
2.9,1.015,225,-0.100198,3,
2.9,1.015,240,-0.0995488,3,
2.9,1.016,30,-0.227853,9,
2.9,1.016,45,-0.1847,3,
2.9,1.016,60,-0.10911,3,
2.9,1.016,75,-0.164243,3,
2.9,1.016,90,-0.167593,3,
2.9,1.016,105,-0.161358,3,
2.9,1.016,120,-0.167472,3,
2.9,1.016,135,-0.164493,3,
2.9,1.016,150,-0.156032,3,
2.9,1.016,165,-0.162259,3,
2.9,1.016,180,-0.154313,3,
2.9,1.016,195,-0.156208,3,
2.9,1.016,210,-0.0969677,3,
2.9,1.016,225,-0.09892,3,
2.9,1.016,240,-0.0982702,3,
2.9,1.017,30,-0.227092,9,
2.9,1.017,45,-0.183896,3,
2.9,1.017,60,-0.108231,3,
2.9,1.017,75,-0.163418,3,
2.9,1.017,90,-0.166772,3,
2.9,1.017,105,-0.160531,3,
2.9,1.017,120,-0.166651,3,
2.9,1.017,135,-0.163668,3,
2.9,1.017,150,-0.1552,3,
2.9,1.017,165,-0.161433,3,
2.9,1.017,180,-0.153478,3,
2.9,1.017,195,-0.155376,3,
2.9,1.017,210,-0.096077,3,
2.9,1.017,225,-0.0980312,3,
2.9,1.017,240,-0.0973808,3,
2.9,1.018,30,-0.226283,9,
2.9,1.018,45,-0.183041,3,
2.9,1.018,60,-0.107297,3,
2.9,1.018,75,-0.162542,3,
2.9,1.018,90,-0.165899,3,
2.9,1.018,105,-0.159652,3,
2.9,1.018,120,-0.165778,3,
2.9,1.018,135,-0.162793,3,
2.9,1.018,150,-0.154315,3,
2.9,1.018,165,-0.160555,3,
2.9,1.018,180,-0.152592,3,
2.9,1.018,195,-0.154491,3,
2.9,1.018,210,-0.0951306,3,
2.9,1.018,225,-0.0970869,3,
2.9,1.018,240,-0.0964357,3,
2.9,1.019,30,-0.222427,9,
2.9,1.019,45,-0.17897,3,
2.9,1.019,60,-0.102849,3,
2.9,1.019,75,-0.158369,3,
2.9,1.019,90,-0.161743,3,
2.9,1.019,105,-0.155464,3,
2.9,1.019,120,-0.161621,3,
2.9,1.019,135,-0.158621,3,
2.9,1.019,150,-0.150101,3,
2.9,1.019,165,-0.156372,3,
2.9,1.019,180,-0.148369,3,
2.9,1.019,195,-0.150278,3,
2.9,1.019,210,-0.0906212,3,
2.9,1.019,225,-0.0925873,3,
2.9,1.019,240,-0.0919329,3,
2.9,1.02,30,-0.222427,9,
2.9,1.02,45,-0.17897,3,
2.9,1.02,60,-0.102849,3,
2.9,1.02,75,-0.158369,3,
2.9,1.02,90,-0.161743,3,
2.9,1.02,105,-0.155464,3,
2.9,1.02,120,-0.161621,3,
2.9,1.02,135,-0.158621,3,
2.9,1.02,150,-0.150101,3,
2.9,1.02,165,-0.156372,3,
2.9,1.02,180,-0.148369,3,
2.9,1.02,195,-0.150278,3,
2.9,1.02,210,-0.0906212,3,
2.9,1.02,225,-0.0925873,3,
2.9,1.02,240,-0.0919329,3,
2.9,1.021,30,-0.222427,9,
2.9,1.021,45,-0.17897,3,
2.9,1.021,60,-0.102849,3,
2.9,1.021,75,-0.158369,3,
2.9,1.021,90,-0.161743,3,
2.9,1.021,105,-0.155464,3,
2.9,1.021,120,-0.161621,3,
2.9,1.021,135,-0.158621,3,
2.9,1.021,150,-0.150101,3,
2.9,1.021,165,-0.156372,3,
2.9,1.021,180,-0.148369,3,
2.9,1.021,195,-0.150278,3,
2.9,1.021,210,-0.0906212,3,
2.9,1.021,225,-0.0925873,3,
2.9,1.021,240,-0.0919329,3,
2.9,1.022,30,-0.222427,9,
2.9,1.022,45,-0.17897,3,
2.9,1.022,60,-0.102849,3,
2.9,1.022,75,-0.158369,3,
2.9,1.022,90,-0.161743,3,
2.9,1.022,105,-0.155464,3,
2.9,1.022,120,-0.161621,3,
2.9,1.022,135,-0.158621,3,
2.9,1.022,150,-0.150101,3,
2.9,1.022,165,-0.156372,3,
2.9,1.022,180,-0.148369,3,
2.9,1.022,195,-0.150278,3,
2.9,1.022,210,-0.0906212,3,
2.9,1.022,225,-0.0925873,3,
2.9,1.022,240,-0.0919329,3,
2.9,1.023,30,-0.222427,9,
2.9,1.023,45,-0.17897,3,
2.9,1.023,60,-0.102849,3,
2.9,1.023,75,-0.158369,3,
2.9,1.023,90,-0.161743,3,
2.9,1.023,105,-0.155464,3,
2.9,1.023,120,-0.161621,3,
2.9,1.023,135,-0.158621,3,
2.9,1.023,150,-0.150101,3,
2.9,1.023,165,-0.156372,3,
2.9,1.023,180,-0.148369,3,
2.9,1.023,195,-0.150278,3,
2.9,1.023,210,-0.0906212,3,
2.9,1.023,225,-0.0925873,3,
2.9,1.023,240,-0.0919329,3,
2.9,1.024,30,-0.222189,9,
2.9,1.024,45,-0.178719,3,
2.9,1.024,60,-0.102574,3,
2.9,1.024,75,-0.158111,3,
2.9,1.024,90,-0.161486,3,
2.9,1.024,105,-0.155206,3,
2.9,1.024,120,-0.161364,3,
2.9,1.024,135,-0.158363,3,
2.9,1.024,150,-0.149841,3,
2.9,1.024,165,-0.156114,3,
2.9,1.024,180,-0.148108,3,
2.9,1.024,195,-0.150018,3,
2.9,1.024,210,-0.0903429,3,
2.9,1.024,225,-0.0923096,3,
2.9,1.024,240,-0.091655,3,
2.9,1.025,30,-0.22019,9,
2.9,1.025,45,-0.176608,3,
2.9,1.025,60,-0.100267,3,
2.9,1.025,75,-0.155948,3,
2.9,1.025,90,-0.159331,3,
2.9,1.025,105,-0.153034,3,
2.9,1.025,120,-0.159209,3,
2.9,1.025,135,-0.1562,3,
2.9,1.025,150,-0.147655,3,
2.9,1.025,165,-0.153944,3,
2.9,1.025,180,-0.145919,3,
2.9,1.025,195,-0.147833,3,
2.9,1.025,210,-0.0880047,3,
2.9,1.025,225,-0.0899765,3,
2.9,1.025,240,-0.0893202,3,
2.9,1.026,30,-0.22019,9,
2.9,1.026,45,-0.176608,3,
2.9,1.026,60,-0.100267,3,
2.9,1.026,75,-0.155948,3,
2.9,1.026,90,-0.159331,3,
2.9,1.026,105,-0.153034,3,
2.9,1.026,120,-0.159209,3,
2.9,1.026,135,-0.1562,3,
2.9,1.026,150,-0.147655,3,
2.9,1.026,165,-0.153944,3,
2.9,1.026,180,-0.145919,3,
2.9,1.026,195,-0.147833,3,
2.9,1.026,210,-0.0880047,3,
2.9,1.026,225,-0.0899765,3,
2.9,1.026,240,-0.0893202,3,
2.9,1.027,30,-0.218047,9,
2.9,1.027,45,-0.174346,3,
2.9,1.027,60,-0.0977959,3,
2.9,1.027,75,-0.153629,3,
2.9,1.027,90,-0.157022,3,
2.9,1.027,105,-0.150708,3,
2.9,1.027,120,-0.156899,3,
2.9,1.027,135,-0.153882,3,
2.9,1.027,150,-0.145314,3,
2.9,1.027,165,-0.15162,3,
2.9,1.027,180,-0.143573,3,
2.9,1.027,195,-0.145492,3,
2.9,1.027,210,-0.0854995,3,
2.9,1.027,225,-0.0874767,3,
2.9,1.027,240,-0.0868186,3,
2.9,1.028,30,-0.218047,9,
2.9,1.028,45,-0.174346,3,
2.9,1.028,60,-0.0977959,3,
2.9,1.028,75,-0.153629,3,
2.9,1.028,90,-0.157022,3,
2.9,1.028,105,-0.150708,3,
2.9,1.028,120,-0.156899,3,
2.9,1.028,135,-0.153882,3,
2.9,1.028,150,-0.145314,3,
2.9,1.028,165,-0.15162,3,
2.9,1.028,180,-0.143573,3,
2.9,1.028,195,-0.145492,3,
2.9,1.028,210,-0.0854995,3,
2.9,1.028,225,-0.0874767,3,
2.9,1.028,240,-0.0868186,3,
2.9,1.029,30,-0.218047,9,
2.9,1.029,45,-0.174346,3,
2.9,1.029,60,-0.0977959,3,
2.9,1.029,75,-0.153629,3,
2.9,1.029,90,-0.157022,3,
2.9,1.029,105,-0.150708,3,
2.9,1.029,120,-0.156899,3,
2.9,1.029,135,-0.153882,3,
2.9,1.029,150,-0.145314,3,
2.9,1.029,165,-0.15162,3,
2.9,1.029,180,-0.143573,3,
2.9,1.029,195,-0.145492,3,
2.9,1.029,210,-0.0854995,3,
2.9,1.029,225,-0.0874767,3,
2.9,1.029,240,-0.0868186,3,
2.9,1.03,30,-0.216286,9,
2.9,1.03,45,-0.172486,3,
2.9,1.03,60,-0.0957638,3,
2.9,1.03,75,-0.151723,3,
2.9,1.03,90,-0.155123,3,
2.9,1.03,105,-0.148795,3,
2.9,1.03,120,-0.155,3,
2.9,1.03,135,-0.151976,3,
2.9,1.03,150,-0.143389,3,
2.9,1.03,165,-0.149709,3,
2.9,1.03,180,-0.141644,3,
2.9,1.03,195,-0.143567,3,
2.9,1.03,210,-0.0834397,3,
2.9,1.03,225,-0.0854213,3,
2.9,1.03,240,-0.0847618,3,
3,1.005,30,-0.201552,5,
3,1.005,45,-0.191114,3,
3,1.005,60,-0.107013,3,
3,1.005,75,-0.171259,3,
3,1.005,90,-0.17497,3,
3,1.005,105,-0.172072,3,
3,1.005,120,-0.174349,3,
3,1.005,135,-0.171395,3,
3,1.005,150,-0.174079,3,
3,1.005,165,-0.172742,3,
3,1.005,180,-0.107994,5,
3,1.005,195,-0.101371,7,
3,1.005,210,-0.115431,5,
3,1.005,225,-0.106364,3,
3,1.005,240,-0.108099,3,
3,1.006,30,-0.201552,5,
3,1.006,45,-0.191114,3,
3,1.006,60,-0.107013,3,
3,1.006,75,-0.171259,3,
3,1.006,90,-0.17497,3,
3,1.006,105,-0.172072,3,
3,1.006,120,-0.174349,3,
3,1.006,135,-0.171395,3,
3,1.006,150,-0.174079,3,
3,1.006,165,-0.172742,3,
3,1.006,180,-0.105178,5,
3,1.006,195,-0.160137,3,
3,1.006,210,-0.111324,3,
3,1.006,225,-0.106364,3,
3,1.006,240,-0.108099,3,
3,1.007,30,-0.201552,5,
3,1.007,45,-0.191114,3,
3,1.007,60,-0.107013,3,
3,1.007,75,-0.171259,3,
3,1.007,90,-0.17497,3,
3,1.007,105,-0.172072,3,
3,1.007,120,-0.174349,3,
3,1.007,135,-0.171395,3,
3,1.007,150,-0.174079,3,
3,1.007,165,-0.172742,3,
3,1.007,180,-0.105178,5,
3,1.007,195,-0.160137,3,
3,1.007,210,-0.111324,3,
3,1.007,225,-0.106364,3,
3,1.007,240,-0.108099,3,
3,1.008,30,-0.201552,5,
3,1.008,45,-0.191114,3,
3,1.008,60,-0.107013,3,
3,1.008,75,-0.171259,3,
3,1.008,90,-0.17497,3,
3,1.008,105,-0.172072,3,
3,1.008,120,-0.174349,3,
3,1.008,135,-0.171395,3,
3,1.008,150,-0.174079,3,
3,1.008,165,-0.172742,3,
3,1.008,180,-0.105178,5,
3,1.008,195,-0.160137,3,
3,1.008,210,-0.111324,3,
3,1.008,225,-0.106364,3,
3,1.008,240,-0.108099,3,
3,1.009,30,-0.200956,5,
3,1.009,45,-0.190511,3,
3,1.009,60,-0.106347,3,
3,1.009,75,-0.170641,3,
3,1.009,90,-0.174355,3,
3,1.009,105,-0.171454,3,
3,1.009,120,-0.173734,3,
3,1.009,135,-0.170777,3,
3,1.009,150,-0.173463,3,
3,1.009,165,-0.172125,3,
3,1.009,180,-0.10421,5,
3,1.009,195,-0.15951,3,
3,1.009,210,-0.110661,3,
3,1.009,225,-0.105697,3,
3,1.009,240,-0.107434,3,
3,1.01,30,-0.198475,5,
3,1.01,45,-0.187997,3,
3,1.01,60,-0.103571,3,
3,1.01,75,-0.168065,3,
3,1.01,90,-0.171791,3,
3,1.01,105,-0.168881,3,
3,1.01,120,-0.171167,3,
3,1.01,135,-0.168201,3,
3,1.01,150,-0.170896,3,
3,1.01,165,-0.169554,3,
3,1.01,180,-0.160962,3,
3,1.01,195,-0.1569,3,
3,1.01,210,-0.107899,3,
3,1.01,225,-0.10292,3,
3,1.01,240,-0.104662,3,
3,1.011,30,-0.198475,5,
3,1.011,45,-0.187997,3,
3,1.011,60,-0.103571,3,
3,1.011,75,-0.168065,3,
3,1.011,90,-0.171791,3,
3,1.011,105,-0.168881,3,
3,1.011,120,-0.171167,3,
3,1.011,135,-0.168201,3,
3,1.011,150,-0.170896,3,
3,1.011,165,-0.169554,3,
3,1.011,180,-0.160962,3,
3,1.011,195,-0.1569,3,
3,1.011,210,-0.107899,3,
3,1.011,225,-0.10292,3,
3,1.011,240,-0.104662,3,
3,1.012,30,-0.198475,5,
3,1.012,45,-0.187997,3,
3,1.012,60,-0.103571,3,
3,1.012,75,-0.168065,3,
3,1.012,90,-0.171791,3,
3,1.012,105,-0.168881,3,
3,1.012,120,-0.171167,3,
3,1.012,135,-0.168201,3,
3,1.012,150,-0.170896,3,
3,1.012,165,-0.169554,3,
3,1.012,180,-0.160962,3,
3,1.012,195,-0.1569,3,
3,1.012,210,-0.107899,3,
3,1.012,225,-0.10292,3,
3,1.012,240,-0.104662,3,
3,1.013,30,-0.196043,5,
3,1.013,45,-0.185533,3,
3,1.013,60,-0.100851,3,
3,1.013,75,-0.165541,3,
3,1.013,90,-0.169278,3,
3,1.013,105,-0.166359,3,
3,1.013,120,-0.168652,3,
3,1.013,135,-0.165677,3,
3,1.013,150,-0.16838,3,
3,1.013,165,-0.167034,3,
3,1.013,180,-0.158417,3,
3,1.013,195,-0.154342,3,
3,1.013,210,-0.105192,3,
3,1.013,225,-0.100198,3,
3,1.013,240,-0.101945,3,
3,1.014,30,-0.196043,5,
3,1.014,45,-0.185533,3,
3,1.014,60,-0.100851,3,
3,1.014,75,-0.165541,3,
3,1.014,90,-0.169278,3,
3,1.014,105,-0.166359,3,
3,1.014,120,-0.168652,3,
3,1.014,135,-0.165677,3,
3,1.014,150,-0.16838,3,
3,1.014,165,-0.167034,3,
3,1.014,180,-0.158417,3,
3,1.014,195,-0.154342,3,
3,1.014,210,-0.105192,3,
3,1.014,225,-0.100198,3,
3,1.014,240,-0.101945,3,
3,1.015,30,-0.196043,5,
3,1.015,45,-0.185533,3,
3,1.015,60,-0.100851,3,
3,1.015,75,-0.165541,3,
3,1.015,90,-0.169278,3,
3,1.015,105,-0.166359,3,
3,1.015,120,-0.168652,3,
3,1.015,135,-0.165677,3,
3,1.015,150,-0.16838,3,
3,1.015,165,-0.167034,3,
3,1.015,180,-0.158417,3,
3,1.015,195,-0.154342,3,
3,1.015,210,-0.105192,3,
3,1.015,225,-0.100198,3,
3,1.015,240,-0.101945,3,
3,1.016,30,-0.194901,5,
3,1.016,45,-0.184376,3,
3,1.016,60,-0.0995744,3,
3,1.016,75,-0.164356,3,
3,1.016,90,-0.168098,3,
3,1.016,105,-0.165175,3,
3,1.016,120,-0.167472,3,
3,1.016,135,-0.164493,3,
3,1.016,150,-0.1672,3,
3,1.016,165,-0.165852,3,
3,1.016,180,-0.157222,3,
3,1.016,195,-0.153141,3,
3,1.016,210,-0.103921,3,
3,1.016,225,-0.09892,3,
3,1.016,240,-0.10067,3,
3,1.017,30,-0.194107,5,
3,1.017,45,-0.183572,3,
3,1.017,60,-0.0986862,3,
3,1.017,75,-0.163532,3,
3,1.017,90,-0.167277,3,
3,1.017,105,-0.164352,3,
3,1.017,120,-0.166651,3,
3,1.017,135,-0.163668,3,
3,1.017,150,-0.166378,3,
3,1.017,165,-0.165029,3,
3,1.017,180,-0.15639,3,
3,1.017,195,-0.152305,3,
3,1.017,210,-0.103037,3,
3,1.017,225,-0.0980312,3,
3,1.017,240,-0.0997829,3,
3,1.018,30,-0.193263,5,
3,1.018,45,-0.182717,3,
3,1.018,60,-0.0977425,3,
3,1.018,75,-0.162656,3,
3,1.018,90,-0.166406,3,
3,1.018,105,-0.163477,3,
3,1.018,120,-0.165778,3,
3,1.018,135,-0.162793,3,
3,1.018,150,-0.165505,3,
3,1.018,165,-0.164155,3,
3,1.018,180,-0.155507,3,
3,1.018,195,-0.151418,3,
3,1.018,210,-0.102098,3,
3,1.018,225,-0.0970869,3,
3,1.018,240,-0.0988404,3,
3,1.019,30,-0.189243,5,
3,1.019,45,-0.178644,3,
3,1.019,60,-0.0932462,3,
3,1.019,75,-0.158483,3,
3,1.019,90,-0.162251,3,
3,1.019,105,-0.159308,3,
3,1.019,120,-0.161621,3,
3,1.019,135,-0.158621,3,
3,1.019,150,-0.161347,3,
3,1.019,165,-0.159989,3,
3,1.019,180,-0.151299,3,
3,1.019,195,-0.147189,3,
3,1.019,210,-0.0976236,3,
3,1.019,225,-0.0925873,3,
3,1.019,240,-0.0943495,3,
3,1.02,30,-0.189243,5,
3,1.02,45,-0.178644,3,
3,1.02,60,-0.0932462,3,
3,1.02,75,-0.158483,3,
